ASP,OrderingCode,Productno,Denomination,Qty,Comments,BOMFilter,Build Type,,,,,
Ericsson,5E2SCSFERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,4,,,B3 NB,,,5E2SCSFERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
Ericsson,5E2SCSFERS,RNT44737/01,Circular Power Connector DC-C (2 wire),4,,,B3 NB,,,5E2SCSFERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,5E2SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB,,,5E2SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E2SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB,,,5E2SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E2SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB,,,5E2SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E2SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB,,,5E2SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E2SCSFERS,KRC161635/1,RADIO UNIT/Radio 4415 B1,2,,,B3 NB,,,5E2SCSFERS,KRC161635/1,RADIO UNIT/Radio 4415 B1
Ericsson,5E2SCSFERS,RNT44737/01,Circular Power Connector DC-C (2 wire),2,,,B3 NB,,,5E2SCSFERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,5E2SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB,,,5E2SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E2SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,4,,,B3 NB,,,5E2SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3L18SCIDERS,SXK1253086/1,Cable guide,3,,,B3 NB,,,5E3L18SCIDERS,SXK1253086/1,Cable guide
Ericsson,5E3L18SCIDERS,KDV127621/11,Baseband 6630 with fan,3,,,B3 NB,,,5E3L18SCIDERS,KDV127621/11,Baseband 6630 with fan
Ericsson,5E3L18SCIDERS,RPM777528/02500,ET Power cable,3,,,B3 NB,,,5E3L18SCIDERS,RPM777528/02500,ET Power cable
Ericsson,5E3L18SCIDERS,RPM777567/05000,Grounding Cable,3,,,B3 NB,,,5E3L18SCIDERS,RPM777567/05000,Grounding Cable
TEF,5E3L18SCIDERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,6,,,B3 NB,,,5E3L18SCIDERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,5E3L18SCIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),6,,,B3 NB,,,5E3L18SCIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,5E3L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,5E3L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,5E3L18SCIDERS,KRC161777/1,RADIO UNIT/Radio 4480B1B3,3,,,B3 NB,,,5E3L18SCIDERS,KRC161777/1,RADIO UNIT/Radio 4480B1B3
TEF,5E3L18SCIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B3 NB,,,5E3L18SCIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,5E3L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3L18SCIDERS,NTB101242/1,SAU 02 01 kit,1,,,B3 NB,,,5E3L18SCIDERS,NTB101242/1,SAU 02 01 kit
Ericsson,5E3L18SCIDERS,RPM777429/01200,SAU 02 Power and EC-Bus cable,1,,,B3 NB,,,5E3L18SCIDERS,RPM777429/01200,SAU 02 Power and EC-Bus cable
Ericsson,5E3L18SCOAERS,SXK1253086/1,Cable guide,3,,,B3 NB,,,5E3L18SCOAERS,SXK1253086/1,Cable guide
Ericsson,5E3L18SCOAERS,KDV127621/11,Baseband 6630 with fan,3,,,B3 NB,,,5E3L18SCOAERS,KDV127621/11,Baseband 6630 with fan
Ericsson,5E3L18SCOAERS,RPM777528/02500,ET Power cable,3,,,B3 NB,,,5E3L18SCOAERS,RPM777528/02500,ET Power cable
Ericsson,5E3L18SCOAERS,RPM777567/05000,Grounding Cable,3,,,B3 NB,,,5E3L18SCOAERS,RPM777567/05000,Grounding Cable
TEF,5E3L18SCOAERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,6,,,B3 NB,,,5E3L18SCOAERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,5E3L18SCOAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),6,,,B3 NB,,,5E3L18SCOAERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,5E3L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,5E3L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,5E3L18SCOAERS,KRC161777/1,RADIO UNIT/Radio 4480B1B3,3,,,B3 NB,,,5E3L18SCOAERS,KRC161777/1,RADIO UNIT/Radio 4480B1B3
TEF,5E3L18SCOAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B3 NB,,,5E3L18SCOAERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,5E3L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3L18SCSFERS,SXK1253086/1,Cable guide,3,,,B3 NB,,,5E3L18SCSFERS,SXK1253086/1,Cable guide
Ericsson,5E3L18SCSFERS,KDV127621/11,Baseband 6630 with fan,3,,,B3 NB,,,5E3L18SCSFERS,KDV127621/11,Baseband 6630 with fan
Ericsson,5E3L18SCSFERS,RPM777528/02500,ET Power cable,3,,,B3 NB,,,5E3L18SCSFERS,RPM777528/02500,ET Power cable
Ericsson,5E3L18SCSFERS,RPM777567/05000,Grounding Cable,3,,,B3 NB,,,5E3L18SCSFERS,RPM777567/05000,Grounding Cable
Ericsson,5E3L18SCSFERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,6,,,B3 NB,,,5E3L18SCSFERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
Ericsson,5E3L18SCSFERS,RNT44737/01,Circular Power Connector DC-C (2 wire),6,,,B3 NB,,,5E3L18SCSFERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,5E3L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3L18SCSFERS,KRC161777/1,RADIO UNIT/Radio 4480B1B3,3,,,B3 NB,,,5E3L18SCSFERS,KRC161777/1,RADIO UNIT/Radio 4480B1B3
Ericsson,5E3L18SCSFERS,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B3 NB,,,5E3L18SCSFERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
Ericsson,5E3L18SCSFERS,BKV106246/1,"Fan tray, 24 VDC, 2.0 A, 358x29x54 mm (Radio 4480)",3,,,B3 NB,,,5E3L18SCSFERS,BKV106246/1,"Fan tray, 24 VDC, 2.0 A, 358x29x54 mm (Radio 4480)"
Ericsson,5E3L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3L18SCSFERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3LCIDERS,SXK1253086/1,Cable guide,3,,,B3 NB,,,5E3LCIDERS,SXK1253086/1,Cable guide
Ericsson,5E3LCIDERS,KDV127621/11,Baseband 6630 with fan,3,,,B3 NB,,,5E3LCIDERS,KDV127621/11,Baseband 6630 with fan
Ericsson,5E3LCIDERS,RPM777528/02500,ET Power cable,3,,,B3 NB,,,5E3LCIDERS,RPM777528/02500,ET Power cable
Ericsson,5E3LCIDERS,RPM777567/05000,Grounding Cable,3,,,B3 NB,,,5E3LCIDERS,RPM777567/05000,Grounding Cable
TEF,5E3LCIDERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,6,,,B3 NB,,,5E3LCIDERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,5E3LCIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),6,,,B3 NB,,,5E3LCIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,5E3LCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3LCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3LCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3LCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,5E3LCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3LCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3LCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3LCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3LCIDERS,NTB101242/1,SAU 02 01 kit,1,,,B3 NB,,,5E3LCIDERS,NTB101242/1,SAU 02 01 kit
Ericsson,5E3LCIDERS,RPM777429/01200,SAU 02 Power and EC-Bus cable,1,,,B3 NB,,,5E3LCIDERS,RPM777429/01200,SAU 02 Power and EC-Bus cable
Ericsson,5E3LCIDERS,NCD90165/1,MODULE/GPS 04 01; GPS Receiver Unit,1,,,B3 NB,,,5E3LCIDERS,NCD90165/1,MODULE/GPS 04 01; GPS Receiver Unit
Ericsson,5E3LCIDERS,TSR951357/1500,CONNECTION CABLE/Jumper N(m)-SMA(m) 1.5m,1,,,B3 NB,,,5E3LCIDERS,TSR951357/1500,CONNECTION CABLE/Jumper N(m)-SMA(m) 1.5m
Ericsson,5E3LCIDERS,RPM1136127/1000,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m,1,,,B3 NB,,,5E3LCIDERS,RPM1136127/1000,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m
TEF,5E3LCIDERS,KRE1012395/1,ANTENNA/GPS Active Antenna,1,,,B3 NB,,,5E3LCIDERS,KRE1012395/1,ANTENNA/GPS Active Antenna
TEF,5E3LCIDERS,SXK1091931/1,"ASSEMBLED PARTS/GPS Mount, Steel",1,,,B3 NB,,,5E3LCIDERS,SXK1091931/1,"ASSEMBLED PARTS/GPS Mount, Steel"
TEF,5E3LCIDERS,RPM1191648/2,"EARTHING CABLE/16mm2,GNYE,2m,with 1 lug",1,,,B3 NB,,,5E3LCIDERS,RPM1191648/2,"EARTHING CABLE/16mm2,GNYE,2m,with 1 lug"
Ericsson,5E3LCOAERS,SXK1253086/1,Cable guide,3,,,B3 NB,,,5E3LCOAERS,SXK1253086/1,Cable guide
Ericsson,5E3LCOAERS,KDV127621/11,Baseband 6630 with fan,3,,,B3 NB,,,5E3LCOAERS,KDV127621/11,Baseband 6630 with fan
Ericsson,5E3LCOAERS,RPM777528/02500,ET Power cable,3,,,B3 NB,,,5E3LCOAERS,RPM777528/02500,ET Power cable
Ericsson,5E3LCOAERS,RPM777567/05000,Grounding Cable,3,,,B3 NB,,,5E3LCOAERS,RPM777567/05000,Grounding Cable
TEF,5E3LCOAERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,6,,,B3 NB,,,5E3LCOAERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,5E3LCOAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),6,,,B3 NB,,,5E3LCOAERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,5E3LCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3LCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3LCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3LCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,5E3LCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3LCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3LCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3LCOAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3LCOAERS,NCD90165/1,MODULE/GPS 04 01; GPS Receiver Unit,1,,,B3 NB,,,5E3LCOAERS,NCD90165/1,MODULE/GPS 04 01; GPS Receiver Unit
Ericsson,5E3LCOAERS,TSR951357/1500,CONNECTION CABLE/Jumper N(m)-SMA(m) 1.5m,1,,,B3 NB,,,5E3LCOAERS,TSR951357/1500,CONNECTION CABLE/Jumper N(m)-SMA(m) 1.5m
Ericsson,5E3LCOAERS,RPM1136127/1000,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m,1,,,B3 NB,,,5E3LCOAERS,RPM1136127/1000,CABLE WITH CONNECTOR/RJ45(8)-RJ45(8) 1m
TEF,5E3LCOAERS,KRE1012395/1,ANTENNA/GPS Active Antenna,1,,,B3 NB,,,5E3LCOAERS,KRE1012395/1,ANTENNA/GPS Active Antenna
TEF,5E3LCOAERS,SXK1091931/1,"ASSEMBLED PARTS/GPS Mount, Steel",1,,,B3 NB,,,5E3LCOAERS,SXK1091931/1,"ASSEMBLED PARTS/GPS Mount, Steel"
TEF,5E3LCOAERS,RPM1191648/2,"EARTHING CABLE/16mm2,GNYE,2m,with 1 lug",1,,,B3 NB,,,5E3LCOAERS,RPM1191648/2,"EARTHING CABLE/16mm2,GNYE,2m,with 1 lug"
Ericsson,5E3NRIDERS,SXK1253086/1,Cable guide,3,,,B3 NB,,,5E3NRIDERS,SXK1253086/1,Cable guide
Ericsson,5E3NRIDERS,KDV127621/11,Baseband 6630 with fan,3,,,B3 NB,,,5E3NRIDERS,KDV127621/11,Baseband 6630 with fan
Ericsson,5E3NRIDERS,RPM777528/02500,ET Power cable,3,,,B3 NB,,,5E3NRIDERS,RPM777528/02500,ET Power cable
Ericsson,5E3NRIDERS,RPM777567/05000,Grounding Cable,3,,,B3 NB,,,5E3NRIDERS,RPM777567/05000,Grounding Cable
TEF,5E3NRIDERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B3 NB,,,5E3NRIDERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,5E3NRIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B3 NB,,,5E3NRIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,5E3NRIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3NRIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3NRIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3NRIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,5E3NRIDERS,KRC161549/1,"Radio 2217 B20 (800 MHz DD), 10W+10W HWAC incl.",3,,,B3 NB,,,5E3NRIDERS,KRC161549/1,"Radio 2217 B20 (800 MHz DD), 10W+10W HWAC incl."
TEF,5E3NRIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B3 NB,,,5E3NRIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,5E3NRIDERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,6,,,B3 NB,,,5E3NRIDERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24
Ericsson,5E3NRIDERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,6,,,B3 NB,,,5E3NRIDERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24
TEF,5E3NRIDERS,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B3 NB,,,5E3NRIDERS,KRC161635/1,RADIO UNIT/Radio 4415 B1
TEF,5E3NRIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B3 NB,,,5E3NRIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,5E3NRIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3NRIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3NRIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3NRIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3NRIDERS,NTB101242/1,SAU 02 01 kit,1,,,B3 NB,,,5E3NRIDERS,NTB101242/1,SAU 02 01 kit
Ericsson,5E3NRIDERS,RPM777429/01200,SAU 02 Power and EC-Bus cable,1,,,B3 NB,,,5E3NRIDERS,RPM777429/01200,SAU 02 Power and EC-Bus cable
Ericsson,5E3NROAERS,SXK1253086/1,Cable guide,3,,,B3 NB,,,5E3NROAERS,SXK1253086/1,Cable guide
Ericsson,5E3NROAERS,KDV127621/11,Baseband 6630 with fan,3,,,B3 NB,,,5E3NROAERS,KDV127621/11,Baseband 6630 with fan
Ericsson,5E3NROAERS,RPM777528/02500,ET Power cable,3,,,B3 NB,,,5E3NROAERS,RPM777528/02500,ET Power cable
Ericsson,5E3NROAERS,RPM777567/05000,Grounding Cable,3,,,B3 NB,,,5E3NROAERS,RPM777567/05000,Grounding Cable
TEF,5E3NROAERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,3,,,B3 NB,,,5E3NROAERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,5E3NROAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B3 NB,,,5E3NROAERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,5E3NROAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3NROAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3NROAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3NROAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,5E3NROAERS,KRC161549/1,"Radio 2217 B20 (800 MHz DD), 10W+10W HWAC incl.",3,,,B3 NB,,,5E3NROAERS,KRC161549/1,"Radio 2217 B20 (800 MHz DD), 10W+10W HWAC incl."
TEF,5E3NROAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B3 NB,,,5E3NROAERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,5E3NROAERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,6,,,B3 NB,,,5E3NROAERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24
Ericsson,5E3NROAERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24,6,,,B3 NB,,,5E3NROAERS,RDH10247/2,OPTICAL TRANSCEIVER/TRX SM CPRI 614.4-24
TEF,5E3NROAERS,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B3 NB,,,5E3NROAERS,KRC161635/1,RADIO UNIT/Radio 4415 B1
TEF,5E3NROAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B3 NB,,,5E3NROAERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,5E3NROAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3NROAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3NROAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3NROAERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3SCIDERS,SXK1253086/1,Cable guide,3,,,B3 NB,,,5E3SCIDERS,SXK1253086/1,Cable guide
Ericsson,5E3SCIDERS,KDV127621/11,Baseband 6630 with fan,3,,,B3 NB,,,5E3SCIDERS,KDV127621/11,Baseband 6630 with fan
Ericsson,5E3SCIDERS,RPM777528/02500,ET Power cable,3,,,B3 NB,,,5E3SCIDERS,RPM777528/02500,ET Power cable
Ericsson,5E3SCIDERS,RPM777567/05000,Grounding Cable,3,,,B3 NB,,,5E3SCIDERS,RPM777567/05000,Grounding Cable
TEF,5E3SCIDERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,6,,,B3 NB,,,5E3SCIDERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,5E3SCIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),6,,,B3 NB,,,5E3SCIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
TEF,5E3SCIDERS,KRC161635/1,RADIO UNIT/Radio 4415 B1,3,,,B3 NB,,,5E3SCIDERS,KRC161635/1,RADIO UNIT/Radio 4415 B1
TEF,5E3SCIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire),3,,,B3 NB,,,5E3SCIDERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
TEF,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm,6,,,B3 NB,,,5E3SCIDERS,RDH10265/2,SFP+ SM 10.3Gb/s 1.4km 1310nm
Ericsson,5E3SCIDERS,NTB101242/1,SAU 02 01 kit,1,,,B3 NB,,,5E3SCIDERS,NTB101242/1,SAU 02 01 kit
Ericsson,5E3SCIDERS,RPM777429/01200,SAU 02 Power and EC-Bus cable,1,,,B3 NB,,,5E3SCIDERS,RPM777429/01200,SAU 02 Power and EC-Bus cable
Ericsson,5E3SCOAERS,SXK1253086/1,Cable guide,3,,,B3 NB,,,5E3SCOAERS,SXK1253086/1,Cable guide
Ericsson,5E3SCOAERS,KDV127621/11,Baseband 6630 with fan,3,,,B3 NB,,,5E3SCOAERS,KDV127621/11,Baseband 6630 with fan
Ericsson,5E3SCOAERS,RPM777528/02500,ET Power cable,3,,,B3 NB,,,5E3SCOAERS,RPM777528/02500,ET Power cable
Ericsson,5E3SCOAERS,RPM777567/05000,Grounding Cable,3,,,B3 NB,,,5E3SCOAERS,RPM777567/05000,Grounding Cable
TEF,5E3SCOAERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B,6,,,B3 NB,,,5E3SCOAERS,KRC161797/1,RADIO UNIT/Radio 2238 B8 B20 B28B
TEF,5E3SCOAERS,RNT44737/01,Circular Power Connector DC-C (2 wire),6,,,B3 NB,,,5E3SCOAERS,RNT44737/01,Circular Power Connector DC-C (2 wire)
